, allowedP, trueP, n, [sentinel], time
68,4,4,90,8.68704,0.00111105
68,4,4,107,6.6972,0.00157248
68,4,4,128,6.99139,0.00206429
68,4,4,152,15.2411,0.00198047
68,4,4,181,4.25256,0.00341567
68,4,4,215,6.5401,0.00393698
68,4,4,256,7.77228,0.0048791
68,4,4,304,7.41879,0.00657946
68,4,4,362,17.4657,0.00901965
68,4,4,430,18.7009,0.0168842
68,4,4,512,6.38456,0.015789
68,4,4,608,21.7851,0.0217569
68,4,4,724,8.56682,0.0306016
68,4,4,861,10.009,0.0410757
68,4,4,1024,15.0743,0.0557152
68,4,4,1217,30.1267,0.0783732
68,4,4,1448,32.4621,0.10744
68,4,4,1722,26.774,0.153075
68,4,4,2048,50.2559,0.21023
68,4,4,2435,37.1636,0.398411
68,4,4,2896,19.2577,0.578383
68,4,4,3444,28.0925,0.624578
68,4,4,4096,41.5433,0.796746
68,4,4,4870,100.905,1.13816
69,4,4,16,5.08428,5.00E-05
69,4,4,19,4.44305,5.26E-05
69,4,4,22,3.74936,6.80E-05
69,4,4,26,6.00059,9.19E-05
69,4,4,32,5.12512,0.000138132
69,4,4,38,12.0709,0.000192017
69,4,4,45,6.4673,0.000265145
69,4,4,53,10.349,0.000366072
69,4,4,64,8.48267,0.000629934
69,4,4,76,0.770689,0.00213827
69,4,4,90,8.68704,0.00108196
69,4,4,107,6.6972,0.00148396
69,4,4,128,6.99139,0.00199757
69,4,4,152,15.2411,0.00203948
69,4,4,181,4.25256,0.00261724
69,4,4,215,6.5401,0.00375095
69,4,4,256,7.77228,0.00467682
69,4,4,304,7.41879,0.00610433
69,4,4,362,17.4657,0.00915308
69,4,4,430,18.7009,0.0115065
69,4,4,512,6.38456,0.020329
69,4,4,608,21.7851,0.0211364
69,4,4,724,8.56682,0.0288962
69,4,4,861,10.009,0.0477172
69,4,4,1024,15.0743,0.053872
69,4,4,1217,30.1267,0.0763982
69,4,4,1448,32.4621,0.10559
69,4,4,1722,26.774,0.146124
69,4,4,2048,50.2559,0.203132
69,4,4,2435,37.1636,0.376599
69,4,4,2896,19.2577,0.42826
69,4,4,3444,28.0925,0.5618
69,4,4,4096,41.5433,0.793006
69,4,4,4870,100.905,1.27544
7,4,4,16,5.08428,0.00227555
7,4,4,19,4.44305,8.25E-05
7,4,4,22,3.74936,0.000127869
7,4,4,26,6.00059,0.00014583
7,4,4,32,5.12512,0.000197576
7,4,4,38,12.0709,0.000256165
7,4,4,45,6.4673,0.000307911
7,4,4,53,10.349,0.000377191
7,4,4,64,8.48267,0.000560227
7,4,4,76,0.770689,0.00070905
7,4,4,90,8.68704,0.000912614
7,4,4,107,6.6972,0.00114868
7,4,4,128,6.99139,0.0017196
7,4,4,152,15.2411,0.00216863
7,4,4,181,4.25256,0.00282722
7,4,4,215,6.5401,0.0038677
7,4,4,256,7.77228,0.00563947
7,4,4,304,7.41879,0.00736976
7,4,4,362,17.4657,0.00992756
7,4,4,430,18.7009,0.0145522
7,4,4,512,6.38456,0.0203127
7,4,4,608,21.7851,0.0267844
7,4,4,724,8.56682,0.0357472
7,4,4,861,10.009,0.0475192
7,4,4,1024,15.0743,0.0747441
7,4,4,1217,30.1267,0.0985811
7,4,4,1448,32.4621,0.131675
7,4,4,1722,26.774,0.182858
7,4,4,2048,50.2559,0.301707
7,4,4,2435,37.1636,0.411277
7,4,4,2896,19.2577,0.518614
7,4,4,3444,28.0925,0.700815
7,4,4,4096,41.5433,1.12302
70,4,4,16,5.08428,5.05E-05
70,4,4,19,4.44305,5.35E-05
70,4,4,22,3.74936,6.76E-05
70,4,4,26,6.00059,9.24E-05
70,4,4,32,5.12512,0.000137705
70,4,4,38,12.0709,0.000196293
70,4,4,45,6.4673,0.000265573
70,4,4,53,10.349,0.000366499
70,4,4,64,8.48267,0.000537989
70,4,4,76,0.770689,0.00225545
70,4,4,90,8.68704,0.00113029
70,4,4,107,6.6972,0.0019377
70,4,4,128,6.99139,0.00207498
70,4,4,152,15.2411,0.00231233
70,4,4,181,4.25256,0.00398531
70,4,4,215,6.5401,0.00482693
70,4,4,256,7.77228,0.00494753
70,4,4,304,7.41879,0.00651317
70,4,4,362,17.4657,0.0083709
70,4,4,430,18.7009,0.0169475
70,4,4,512,6.38456,0.0222564
70,4,4,608,21.7851,0.0217235
70,4,4,724,8.56682,0.0293041
70,4,4,861,10.009,0.0411514
70,4,4,1024,15.0743,0.054717
70,4,4,1217,30.1267,0.0777432
70,4,4,1448,32.4621,0.107788
70,4,4,1722,26.774,0.149659
70,4,4,2048,50.2559,0.21138
70,4,4,2435,37.1636,0.524039
70,4,4,2896,19.2577,0.410198
70,4,4,3444,28.0925,0.563793
70,4,4,4096,41.5433,0.795953
70,4,4,4870,100.905,1.13008
71,4,4,16,5.08428,5.00E-05
71,4,4,19,4.44305,5.26E-05
71,4,4,22,3.74936,6.76E-05
71,4,4,26,6.00059,9.19E-05
71,4,4,32,5.12512,0.00013856
71,4,4,38,12.0709,0.0001933
71,4,4,45,6.4673,0.000266428
71,4,4,53,10.349,0.000367782
71,4,4,64,8.48267,0.000537989
71,4,4,76,0.770689,0.00298118
71,4,4,90,8.68704,0.00107298
71,4,4,107,6.6972,0.00145445
71,4,4,128,6.99139,0.00215538
71,4,4,152,15.2411,0.00223406
71,4,4,181,4.25256,0.00301411
71,4,4,215,6.5401,0.00419144
71,4,4,256,7.77228,0.00602094
71,4,4,304,7.41879,0.00601538
71,4,4,362,17.4657,0.00859499
71,4,4,430,18.7009,0.0162017
71,4,4,512,6.38456,0.0156252
71,4,4,608,21.7851,0.0218659
71,4,4,724,8.56682,0.0293011
71,4,4,861,10.009,0.0391355
71,4,4,1024,15.0743,0.0545088
71,4,4,1217,30.1267,0.0758196
71,4,4,1448,32.4621,0.105579
71,4,4,1722,26.774,0.148309
71,4,4,2048,50.2559,0.203264
71,4,4,2435,37.1636,0.379934
71,4,4,2896,19.2577,0.447859
71,4,4,3444,28.0925,0.587467
71,4,4,4096,41.5433,1.42589
72,4,4,16,5.08428,8.30E-05
72,4,4,19,4.44305,6.41E-05
72,4,4,22,3.74936,8.25E-05
72,4,4,26,6.00059,0.000111618
72,4,4,32,5.12512,0.000167213
72,4,4,38,12.0709,0.000232644
72,4,4,45,6.4673,0.000309194
72,4,4,53,10.349,0.000467426
72,4,4,64,8.48267,0.00062352
72,4,4,76,0.770689,0.00489578
72,4,4,90,8.68704,0.00157377
72,4,4,107,6.6972,0.0018526
72,4,4,128,6.99139,0.00215367
72,4,4,152,15.2411,0.00247398
72,4,4,181,4.25256,0.00298759
72,4,4,215,6.5401,0.00732272
72,4,4,256,7.77228,0.00733854
72,4,4,304,7.41879,0.0102338
72,4,4,362,17.4657,0.0143149
72,4,4,430,18.7009,0.018774
72,4,4,512,6.38456,0.0180893
72,4,4,608,21.7851,0.022826
72,4,4,724,8.56682,0.0361765
72,4,4,861,10.009,0.0445192
72,4,4,1024,15.0743,0.0665648
72,4,4,1217,30.1267,0.082707
72,4,4,1448,32.4621,0.106936
72,4,4,1722,26.774,0.26768
72,4,4,2048,50.2559,0.300022
72,4,4,2435,37.1636,0.386651
72,4,4,2896,19.2577,0.443404
72,4,4,3444,28.0925,0.618078
72,4,4,4096,41.5433,0.980928
72,4,4,4870,100.905,1.76918
73,4,4,16,5.08428,5.05E-05
73,4,4,19,4.44305,5.22E-05
73,4,4,22,3.74936,6.76E-05
73,4,4,26,6.00059,9.19E-05
73,4,4,32,5.12512,0.000138132
73,4,4,38,12.0709,0.000192444
73,4,4,45,6.4673,0.000265573
73,4,4,53,10.349,0.000366072
73,4,4,64,8.48267,0.000534567
73,4,4,76,0.770689,0.00313171
73,4,4,90,8.68704,0.00140912
73,4,4,107,6.6972,0.00153656
73,4,4,128,6.99139,0.00214853
73,4,4,152,15.2411,0.00210662
73,4,4,181,4.25256,0.00326557
73,4,4,215,6.5401,0.00402936
73,4,4,256,7.77228,0.00504931
73,4,4,304,7.41879,0.00699343
73,4,4,362,17.4657,0.0124593
73,4,4,430,18.7009,0.0216975
73,4,4,512,6.38456,0.0279356
73,4,4,608,21.7851,0.0237754
73,4,4,724,8.56682,0.0305148
73,4,4,861,10.009,0.0452073
73,4,4,1024,15.0743,0.0565624
73,4,4,1217,30.1267,0.0981727
73,4,4,1448,32.4621,0.139038
73,4,4,1722,26.774,0.195803
73,4,4,2048,50.2559,0.262936
73,4,4,2435,37.1636,0.461857
73,4,4,2896,19.2577,0.598475
73,4,4,3444,28.0925,0.759292
73,4,4,4096,41.5433,0.829018
73,4,4,4870,100.905,1.1802
74,4,4,16,5.08428,5.00E-05
74,4,4,19,4.44305,5.26E-05
74,4,4,22,3.74936,6.80E-05
74,4,4,26,6.00059,9.19E-05
74,4,4,32,5.12512,0.00013856
74,4,4,38,12.0709,0.0001933
74,4,4,45,6.4673,0.000266428
74,4,4,53,10.349,0.000367782
74,4,4,64,8.48267,0.000537989
74,4,4,76,0.770689,0.00289565
74,4,4,90,8.68704,0.0011397
74,4,4,107,6.6972,0.00149208
74,4,4,128,6.99139,0.00199714
74,4,4,152,15.2411,0.0019856
74,4,4,181,4.25256,0.00263691
74,4,4,215,6.5401,0.00370819
74,4,4,256,7.77228,0.00537262
74,4,4,304,7.41879,0.00797062
74,4,4,362,17.4657,0.0103193
74,4,4,430,18.7009,0.0149516
74,4,4,512,6.38456,0.0162603
74,4,4,608,21.7851,0.0212151
74,4,4,724,8.56682,0.0289197
74,4,4,861,10.009,0.0401901
74,4,4,1024,15.0743,0.0547367
74,4,4,1217,30.1267,0.0779848
74,4,4,1448,32.4621,0.109887
74,4,4,1722,26.774,0.152257
74,4,4,2048,50.2559,0.257564
74,4,4,2435,37.1636,0.44811
74,4,4,2896,19.2577,0.559545
74,4,4,3444,28.0925,0.640806
74,4,4,4096,41.5433,0.853132
74,4,4,4870,100.905,1.57042
75,4,4,16,5.08428,5.99E-05
75,4,4,19,4.44305,7.31E-05
75,4,4,22,3.74936,6.84E-05
75,4,4,26,6.00059,0.000100926
75,4,4,32,5.12512,0.000143264
75,4,4,38,12.0709,0.000245046
75,4,4,45,6.4673,0.000364361
75,4,4,53,10.349,0.00038104
75,4,4,64,8.48267,0.000574339
75,4,4,76,0.770689,0.00281268
75,4,4,90,8.68704,0.00116664
75,4,4,107,6.6972,0.00206899
75,4,4,128,6.99139,0.00331731
75,4,4,152,15.2411,0.00484703
75,4,4,181,4.25256,0.00522935
75,4,4,215,6.5401,0.00619414
75,4,4,256,7.77228,0.00778801
75,4,4,304,7.41879,0.0104929
75,4,4,362,17.4657,0.0134574
75,4,4,430,18.7009,0.0186132
75,4,4,512,6.38456,0.0244969
75,4,4,608,21.7851,0.0334763
75,4,4,724,8.56682,0.0471095
75,4,4,861,10.009,0.0633454
75,4,4,1024,15.0743,0.0895452
75,4,4,1217,30.1267,0.1223
75,4,4,1448,32.4621,0.175871
75,4,4,1722,26.774,0.261737
75,4,4,2048,50.2559,0.474714
75,4,4,2435,37.1636,0.469235
75,4,4,2896,19.2577,0.669968
75,4,4,3444,28.0925,0.881342
75,4,4,4096,41.5433,1.27026
76,4,4,16,5.08428,5.39E-05
76,4,4,19,4.44305,5.65E-05
76,4,4,22,3.74936,7.27E-05
76,4,4,26,6.00059,9.96E-05
76,4,4,32,5.12512,0.000151817
76,4,4,38,12.0709,0.000199714
76,4,4,45,6.4673,0.000275837
76,4,4,53,10.349,0.000380612
76,4,4,64,8.48267,0.000557233
76,4,4,76,0.770689,0.000790732
76,4,4,90,8.68704,0.00294055
76,4,4,107,6.6972,0.00158831
76,4,4,128,6.99139,0.00232515
76,4,4,152,15.2411,0.00339857
76,4,4,181,4.25256,0.00399343
76,4,4,215,6.5401,0.00536535
76,4,4,256,7.77228,0.00787696
76,4,4,304,7.41879,0.0103552
76,4,4,362,17.4657,0.0141814
76,4,4,430,18.7009,0.0201207
76,4,4,512,6.38456,0.0254424
76,4,4,608,21.7851,0.0330003
76,4,4,724,8.56682,0.0447035
76,4,4,861,10.009,0.0622271
76,4,4,1024,15.0743,0.0861385
76,4,4,1217,30.1267,0.111007
76,4,4,1448,32.4621,0.15836
76,4,4,1722,26.774,0.204573
76,4,4,2048,50.2559,0.363304
76,4,4,2435,37.1636,0.288994
76,4,4,2896,19.2577,0.456782
76,4,4,3444,28.0925,0.622606
76,4,4,4096,41.5433,0.814059
76,4,4,4870,100.905,1.12166
77,4,4,16,5.08428,5.09E-05
77,4,4,19,4.44305,5.35E-05
77,4,4,22,3.74936,6.80E-05
77,4,4,26,6.00059,9.24E-05
77,4,4,32,5.12512,0.000138132
77,4,4,38,12.0709,0.000192017
77,4,4,45,6.4673,0.000265145
77,4,4,53,10.349,0.000366072
77,4,4,64,8.48267,0.000535423
77,4,4,76,0.770689,0.000761224
77,4,4,90,8.68704,0.00239786
77,4,4,107,6.6972,0.00148909
77,4,4,128,6.99139,0.00204376
77,4,4,152,15.2411,0.00274597
77,4,4,181,4.25256,0.00272886
77,4,4,215,6.5401,0.00352815
77,4,4,256,7.77228,0.00460327
77,4,4,304,7.41879,0.00625273
77,4,4,362,17.4657,0.00861039
77,4,4,430,18.7009,0.0111459
77,4,4,512,6.38456,0.0171622
77,4,4,608,21.7851,0.0240859
77,4,4,724,8.56682,0.0299567
77,4,4,861,10.009,0.0392172
77,4,4,1024,15.0743,0.0546961
77,4,4,1217,30.1267,0.0743254
77,4,4,1448,32.4621,0.125731
77,4,4,1722,26.774,0.146309
77,4,4,2048,50.2559,0.21297
77,4,4,2435,37.1636,0.496238
77,4,4,2896,19.2577,0.422272
77,4,4,3444,28.0925,0.561937
77,4,4,4096,41.5433,0.800339
77,4,4,4870,100.905,1.11199
78,4,4,16,5.08428,5.00E-05
78,4,4,19,4.44305,5.30E-05
78,4,4,22,3.74936,6.76E-05
78,4,4,26,6.00059,9.19E-05
78,4,4,32,5.12512,0.00013856
78,4,4,38,12.0709,0.0001933
78,4,4,45,6.4673,0.000266428
78,4,4,53,10.349,0.000367782
78,4,4,64,8.48267,0.000537989
78,4,4,76,0.770689,0.000760369
78,4,4,90,8.68704,0.00278018
78,4,4,107,6.6972,0.00153528
78,4,4,128,6.99139,0.00204975
78,4,4,152,15.2411,0.00289094
78,4,4,181,4.25256,0.00266428
78,4,4,215,6.5401,0.0034563
78,4,4,256,7.77228,0.00476407
78,4,4,304,7.41879,0.00632073
78,4,4,362,17.4657,0.00831573
78,4,4,430,18.7009,0.0145736
78,4,4,512,6.38456,0.0167187
78,4,4,608,21.7851,0.0321446
78,4,4,724,8.56682,0.0359657
78,4,4,861,10.009,0.0402277
78,4,4,1024,15.0743,0.0542419
78,4,4,1217,30.1267,0.0803865
78,4,4,1448,32.4621,0.105892
78,4,4,1722,26.774,0.146593
78,4,4,2048,50.2559,0.203237
78,4,4,2435,37.1636,0.402964
78,4,4,2896,19.2577,0.418051
78,4,4,3444,28.0925,0.576156
78,4,4,4096,41.5433,0.78951
78,4,4,4870,100.905,1.12411
79,4,4,16,5.08428,5.86E-05
79,4,4,19,4.44305,5.13E-05
79,4,4,22,3.74936,6.54E-05
79,4,4,26,6.00059,8.90E-05
79,4,4,32,5.12512,0.000133
79,4,4,38,12.0709,0.000186029
79,4,4,45,6.4673,0.000256592
79,4,4,53,10.349,0.000354098
79,4,4,64,8.48267,0.000517461
79,4,4,76,0.770689,0.000732999
79,4,4,90,8.68704,0.0026908
79,4,4,107,6.6972,0.0015263
79,4,4,128,6.99139,0.0020181
79,4,4,152,15.2411,0.00280584
79,4,4,181,4.25256,0.00280413
79,4,4,215,6.5401,0.00350719
79,4,4,256,7.77228,0.00469692
79,4,4,304,7.41879,0.00619927
79,4,4,362,17.4657,0.00826997
79,4,4,430,18.7009,0.0111977
79,4,4,512,6.38456,0.0172926
79,4,4,608,21.7851,0.023618
79,4,4,724,8.56682,0.0290125
79,4,4,861,10.009,0.0396063
79,4,4,1024,15.0743,0.0557866
79,4,4,1217,30.1267,0.0752312
79,4,4,1448,32.4621,0.108066
79,4,4,1722,26.774,0.1464
79,4,4,2048,50.2559,0.202981
79,4,4,2435,37.1636,0.400602
79,4,4,2896,19.2577,0.421703
79,4,4,3444,28.0925,0.577197
79,4,4,4096,41.5433,0.808102
79,4,4,4870,100.905,1.1457
8,4,4,16,5.08428,0.00229094
8,4,4,19,4.44305,0.000106913
8,4,4,22,3.74936,0.00012573
8,4,4,26,6.00059,0.000148824
8,4,4,32,5.12512,0.000185174
8,4,4,38,12.0709,0.00030449
8,4,4,45,6.4673,0.000481111
8,4,4,53,10.349,0.000416107
8,4,4,64,8.48267,0.00052131
8,4,4,76,0.770689,0.000746684
8,4,4,90,8.68704,0.000933569
8,4,4,107,6.6972,0.00115552
8,4,4,128,6.99139,0.00153742
8,4,4,152,15.2411,0.00219472
8,4,4,181,4.25256,0.00289522
8,4,4,215,6.5401,0.00552059
8,4,4,256,7.77228,0.00527811
8,4,4,304,7.41879,0.00742322
8,4,4,362,17.4657,0.0100956
8,4,4,430,18.7009,0.0129955
8,4,4,512,6.38456,0.0246521
8,4,4,608,21.7851,0.0636482
8,4,4,724,8.56682,0.0354192
8,4,4,861,10.009,0.0472203
8,4,4,1024,15.0743,0.063714
8,4,4,1217,30.1267,0.0980401
8,4,4,1448,32.4621,0.131967
8,4,4,1722,26.774,0.183236
8,4,4,2048,50.2559,0.354148
8,4,4,2435,37.1636,0.414011
8,4,4,2896,19.2577,0.527613
8,4,4,3444,28.0925,0.697974
8,4,4,4096,41.5433,0.998141
8,4,4,4870,100.905,1.67487
80,4,4,16,5.08428,5.09E-05
80,4,4,19,4.44305,5.30E-05
80,4,4,22,3.74936,6.80E-05
80,4,4,26,6.00059,9.19E-05
80,4,4,32,5.12512,0.000137705
80,4,4,38,12.0709,0.000192444
80,4,4,45,6.4673,0.000265145
80,4,4,53,10.349,0.000366072
80,4,4,64,8.48267,0.000534995
80,4,4,76,0.770689,0.000763362
80,4,4,90,8.68704,0.00274639
80,4,4,107,6.6972,0.0014707
80,4,4,128,6.99139,0.0020459
80,4,4,152,15.2411,0.00292173
80,4,4,181,4.25256,0.00262494
80,4,4,215,6.5401,0.00349094
80,4,4,256,7.77228,0.0047012
80,4,4,304,7.41879,0.00662308
80,4,4,362,17.4657,0.00821694
80,4,4,430,18.7009,0.0111357
80,4,4,512,6.38456,0.0195801
80,4,4,608,21.7851,0.0212754
80,4,4,724,8.56682,0.0297117
80,4,4,861,10.009,0.039227
80,4,4,1024,15.0743,0.0544356
80,4,4,1217,30.1267,0.0740038
80,4,4,1448,32.4621,0.105619
80,4,4,1722,26.774,0.146387
80,4,4,2048,50.2559,0.207786
80,4,4,2435,37.1636,0.401841
80,4,4,2896,19.2577,0.418475
80,4,4,3444,28.0925,0.578506
80,4,4,4096,41.5433,0.804489
80,4,4,4870,100.905,1.11494
81,4,4,16,5.08428,5.05E-05
81,4,4,19,4.44305,5.30E-05
81,4,4,22,3.74936,6.76E-05
81,4,4,26,6.00059,9.19E-05
81,4,4,32,5.12512,0.000137705
81,4,4,38,12.0709,0.000192017
81,4,4,45,6.4673,0.000265573
81,4,4,53,10.349,0.000366499
81,4,4,64,8.48267,0.000534995
81,4,4,76,0.770689,0.000760369
81,4,4,90,8.68704,0.00250434
81,4,4,107,6.6972,0.0015032
81,4,4,128,6.99139,0.00198047
81,4,4,152,15.2411,0.00278873
81,4,4,181,4.25256,0.0028439
81,4,4,215,6.5401,0.00352344
81,4,4,256,7.77228,0.00475979
81,4,4,304,7.41879,0.00847952
81,4,4,362,17.4657,0.011302
81,4,4,430,18.7009,0.0116198
81,4,4,512,6.38456,0.0153742
81,4,4,608,21.7851,0.02102
81,4,4,724,8.56682,0.0286789
81,4,4,861,10.009,0.0406066
81,4,4,1024,15.0743,0.0537574
81,4,4,1217,30.1267,0.0749874
81,4,4,1448,32.4621,0.105599
81,4,4,1722,26.774,0.151103
81,4,4,2048,50.2559,0.222466
81,4,4,2435,37.1636,0.391707
81,4,4,2896,19.2577,0.41506
81,4,4,3444,28.0925,0.594157
81,4,4,4096,41.5433,0.809964
81,4,4,4870,100.905,1.11683
82,4,4,16,5.08428,6.12E-05
82,4,4,19,4.44305,5.26E-05
82,4,4,22,3.74936,6.76E-05
82,4,4,26,6.00059,9.19E-05
82,4,4,32,5.12512,0.000144119
82,4,4,38,12.0709,0.000185602
82,4,4,45,6.4673,0.000256592
82,4,4,53,10.349,0.000354098
82,4,4,64,8.48267,0.000517034
82,4,4,76,0.770689,0.000742407
82,4,4,90,8.68704,0.00259928
82,4,4,107,6.6972,0.00147712
82,4,4,128,6.99139,0.00206642
82,4,4,152,15.2411,0.00280071
82,4,4,181,4.25256,0.00274255
82,4,4,215,6.5401,0.00347768
82,4,4,256,7.77228,0.00466271
82,4,4,304,7.41879,0.00628822
82,4,4,362,17.4657,0.00914239
82,4,4,430,18.7009,0.0132359
82,4,4,512,6.38456,0.0175928
82,4,4,608,21.7851,0.0208263
82,4,4,724,8.56682,0.0288294
82,4,4,861,10.009,0.0400147
82,4,4,1024,15.0743,0.0537531
82,4,4,1217,30.1267,0.080774
82,4,4,1448,32.4621,0.106463
82,4,4,1722,26.774,0.1636
82,4,4,2048,50.2559,0.205454
82,4,4,2435,37.1636,0.392078
82,4,4,2896,19.2577,0.425926
82,4,4,3444,28.0925,0.562711
82,4,4,4096,41.5433,0.803898
82,4,4,4870,100.905,1.12351
83,4,4,16,5.08428,5.90E-05
83,4,4,19,4.44305,5.09E-05
83,4,4,22,3.74936,6.54E-05
83,4,4,26,6.00059,8.90E-05
83,4,4,32,5.12512,0.000133428
83,4,4,38,12.0709,0.000186885
83,4,4,45,6.4673,0.000257875
83,4,4,53,10.349,0.000355808
83,4,4,64,8.48267,0.000520027
83,4,4,76,0.770689,0.00074198
83,4,4,90,8.68704,0.00264376
83,4,4,107,6.6972,0.00151817
83,4,4,128,6.99139,0.00207241
83,4,4,152,15.2411,0.002799
83,4,4,181,4.25256,0.0031501
83,4,4,215,6.5401,0.0035367
83,4,4,256,7.77228,0.00461952
83,4,4,304,7.41879,0.00620954
83,4,4,362,17.4657,0.00828409
83,4,4,430,18.7009,0.014308
83,4,4,512,6.38456,0.0175407
83,4,4,608,21.7851,0.0208631
83,4,4,724,8.56682,0.0288076
83,4,4,861,10.009,0.0396632
83,4,4,1024,15.0743,0.0545045
83,4,4,1217,30.1267,0.0742536
83,4,4,1448,32.4621,0.12294
83,4,4,1722,26.774,0.146007
83,4,4,2048,50.2559,0.203019
83,4,4,2435,37.1636,0.390596
83,4,4,2896,19.2577,0.434987
83,4,4,3444,28.0925,0.564254
83,4,4,4096,41.5433,0.816285
83,4,4,4870,100.905,1.27764
84,4,4,16,5.08428,5.05E-05
84,4,4,19,4.44305,5.22E-05
84,4,4,22,3.74936,6.76E-05
84,4,4,26,6.00059,9.19E-05
84,4,4,32,5.12512,0.000137705
84,4,4,38,12.0709,0.000192444
84,4,4,45,6.4673,0.000265573
84,4,4,53,10.349,0.000555095
84,4,4,64,8.48267,0.000706484
84,4,4,76,0.770689,0.000962221
84,4,4,90,8.68704,0.00272715
84,4,4,107,6.6972,0.00150192
84,4,4,128,6.99139,0.00200826
84,4,4,152,15.2411,0.00282423
84,4,4,181,4.25256,0.00395067
84,4,4,215,6.5401,0.00626043
84,4,4,256,7.77228,0.00898672
84,4,4,304,7.41879,0.0102
84,4,4,362,17.4657,0.00921081
84,4,4,430,18.7009,0.0115133
84,4,4,512,6.38456,0.0164001
84,4,4,608,21.7851,0.0219506
84,4,4,724,8.56682,0.0295017
84,4,4,861,10.009,0.0405848
84,4,4,1024,15.0743,0.0549783
84,4,4,1217,30.1267,0.0780447
84,4,4,1448,32.4621,0.107392
84,4,4,1722,26.774,0.149448
84,4,4,2048,50.2559,0.2074
84,4,4,2435,37.1636,0.458178
84,4,4,2896,19.2577,0.494881
84,4,4,3444,28.0925,0.732836
84,4,4,4096,41.5433,0.84781
84,4,4,4870,100.905,1.12046
85,4,4,16,5.08428,5.94E-05
85,4,4,19,4.44305,5.13E-05
85,4,4,22,3.74936,6.59E-05
85,4,4,26,6.00059,8.90E-05
85,4,4,32,5.12512,0.000133428
85,4,4,38,12.0709,0.000185602
85,4,4,45,6.4673,0.000256592
85,4,4,53,10.349,0.000354098
85,4,4,64,8.48267,0.000517034
85,4,4,76,0.770689,0.00074198
85,4,4,90,8.68704,0.00265744
85,4,4,107,6.6972,0.00148781
85,4,4,128,6.99139,0.00208054
85,4,4,152,15.2411,0.00280242
85,4,4,181,4.25256,0.00282465
85,4,4,215,6.5401,0.00403705
85,4,4,256,7.77228,0.00457376
85,4,4,304,7.41879,0.00698231
85,4,4,362,17.4657,0.00820027
85,4,4,430,18.7009,0.0146292
85,4,4,512,6.38456,0.0162312
85,4,4,608,21.7851,0.0212668
85,4,4,724,8.56682,0.0287555
85,4,4,861,10.009,0.0400327
85,4,4,1024,15.0743,0.0538412
85,4,4,1217,30.1267,0.0781559
85,4,4,1448,32.4621,0.107068
85,4,4,1722,26.774,0.165583
85,4,4,2048,50.2559,0.205503
85,4,4,2435,37.1636,0.393273
85,4,4,2896,19.2577,0.429525
85,4,4,3444,28.0925,0.569195
85,4,4,4096,41.5433,0.810288
85,4,4,4870,100.905,1.17195
86,4,4,16,5.08428,5.00E-05
86,4,4,19,4.44305,5.26E-05
86,4,4,22,3.74936,6.76E-05
86,4,4,26,6.00059,9.24E-05
86,4,4,32,5.12512,0.000137705
86,4,4,38,12.0709,0.000192444
86,4,4,45,6.4673,0.000265145
86,4,4,53,10.349,0.000366072
86,4,4,64,8.48267,0.000534567
86,4,4,76,0.770689,0.000748822
86,4,4,90,8.68704,0.00252188
86,4,4,107,6.6972,0.00148353
86,4,4,128,6.99139,0.00201938
86,4,4,152,15.2411,0.00300897
86,4,4,181,4.25256,0.00284646
86,4,4,215,6.5401,0.00352002
86,4,4,256,7.77228,0.0046687
86,4,4,304,7.41879,0.00636691
86,4,4,362,17.4657,0.00829349
86,4,4,430,18.7009,0.0112563
86,4,4,512,6.38456,0.0192457
86,4,4,608,21.7851,0.0237964
86,4,4,724,8.56682,0.0301966
86,4,4,861,10.009,0.0576957
86,4,4,1024,15.0743,0.0790792
86,4,4,1217,30.1267,0.105357
86,4,4,1448,32.4621,0.106389
86,4,4,1722,26.774,0.149835
86,4,4,2048,50.2559,0.302841
86,4,4,2435,37.1636,0.415142
86,4,4,2896,19.2577,0.681577
86,4,4,3444,28.0925,0.58087
86,4,4,4096,41.5433,0.804251
86,4,4,4870,100.905,1.2707
87,4,4,16,5.08428,9.07E-05
87,4,4,19,4.44305,7.14E-05
87,4,4,22,3.74936,9.41E-05
87,4,4,26,6.00059,0.000127869
87,4,4,32,5.12512,0.000188595
87,4,4,38,12.0709,0.000262152
87,4,4,45,6.4673,0.000323734
87,4,4,53,10.349,0.000366927
87,4,4,64,8.48267,0.000535423
87,4,4,76,0.770689,0.000759941
87,4,4,90,8.68704,0.00232131
87,4,4,107,6.6972,0.00146471
87,4,4,128,6.99139,0.0020459
87,4,4,152,15.2411,0.00276478
87,4,4,181,4.25256,0.00270106
87,4,4,215,6.5401,0.00367141
87,4,4,256,7.77228,0.0046563
87,4,4,304,7.41879,0.00650462
87,4,4,362,17.4657,0.0091689
87,4,4,430,18.7009,0.0112747
87,4,4,512,6.38456,0.0174188
87,4,4,608,21.7851,0.0227264
87,4,4,724,8.56682,0.0291288
87,4,4,861,10.009,0.0407824
87,4,4,1024,15.0743,0.0539793
87,4,4,1217,30.1267,0.0753924
87,4,4,1448,32.4621,0.106076
87,4,4,1722,26.774,0.162851
87,4,4,2048,50.2559,0.204265
87,4,4,2435,37.1636,0.407245
87,4,4,2896,19.2577,0.440767
87,4,4,3444,28.0925,0.699451
87,4,4,4096,41.5433,0.855414
87,4,4,4870,100.905,1.3112
